xref_id,type,contents,text,id,section,div,p,s,ref,doi,reftext,warning,bad,good,expanded,query,answer,time,tokens
b36,bibr,", 2022;","This phenomenon is commonly studied using the additional singleton task (e.g., Di Caro et al., 2019;Gao & Theeuwes, 2020, 2022;Lin et al., 2021;van Moorselaar & Theeuwes, 2021;Wang & Theeuwes, 2018a, 2018b).",paper_528,intro,2,1,3,"Lakens D (2022). “Sample size justification.” _Collabra: Psychology_, *8*(1), 33267. doi:10.1525/collabra.33267 <https://doi.org/10.1525/collabra.33267>.",10.1525/collabra.33267,"Lakens D (2022). “Sample Size Justification.” _Collabra
Psychology_, *8*.","The article by Lakens, 2022, is often miscited to justify small sample sizes. Authors might write that the sample size was judged based on feasibility, citing Lakens, 2022. But Lakens 2022 says some sample sizes are too small to provide useful information, and asks authors to consider whether their study is mainly input for a future meta-analysis, whether a decision needs to be made, to report the critical effect size (the smallest effect size that can be significant, the width of the confidence interval, and which effect sizes can be detected with sufficient power. If these points are not considered, the authors are not following the advice of Lakens, 2022",The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.,"The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results.","Numerous studies have argued that our ability to guide attention is strongly influenced by unconscious learning processes that enable us to detect and exploit statistical regularities in our environment (Chun & Jiang, 1998;Chun & Turk-Browne, 2008;Ferrante et al., 2018;Geng & Berhmann, 2005;Jiang, 2018;Gaspelin & Luck, 2018;Krishnan et al., 2022;Stilwell et al., 2019;Turk-Browne et al., 2005). While much of this research is concerned with how we learn to attend to locations where a target is likely to appear, many studies have made the complementary claim that with sufficient practice, we can unconsciously learn to ignore locations in a scene where salient but irrelevant distractors typically appear. This phenomenon is commonly studied using the additional singleton task (e.g., Di Caro et al., 2019;Gao & Theeuwes, 2020, 2022;Lin et al., 2021;van Moorselaar & Theeuwes, 2021;Wang & Theeuwes, 2018a, 2018b). This increasingly popular experimental task serves as a perfect example for the present purposes.","The following text is part of a scientific article. It contains a citation to a paper on sample size justification. I want you to classify each paragraph as 'GOOD' or 'BAD'. You must return only a single word, either 'GOOD' or 'BAD'. The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results. The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.",GOOD,0.040498226,459
b50,bibr,(Lakens 2022,"Although no formal power analysis was undertaken, a target sample size of 50 was selected for this study as it was deemed achievable given the stroke population in the study sites and the time and resource constraints of the study (Lakens 2022).",paper_535,method,13,1,1,"Lakens D (2022). “Sample Size Justification.” _Collabra: Psychology_, *8*, 1-27. doi:10.1525/collabra.33267 <https://doi.org/10.1525/collabra.33267>.",10.1525/collabra.33267,"Lakens D (2022). “Sample Size Justification.” _Collabra
Psychology_, *8*.","The article by Lakens, 2022, is often miscited to justify small sample sizes. Authors might write that the sample size was judged based on feasibility, citing Lakens, 2022. But Lakens 2022 says some sample sizes are too small to provide useful information, and asks authors to consider whether their study is mainly input for a future meta-analysis, whether a decision needs to be made, to report the critical effect size (the smallest effect size that can be significant, the width of the confidence interval, and which effect sizes can be detected with sufficient power. If these points are not considered, the authors are not following the advice of Lakens, 2022",The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.,"The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results.","Although no formal power analysis was undertaken, a target sample size of 50 was selected for this study as it was deemed achievable given the stroke population in the study sites and the time and resource constraints of the study (Lakens 2022). We calculated estimates of effect size (eta-squared and adjusted R 2 ) and present 95% confidence intervals.","The following text is part of a scientific article. It contains a citation to a paper on sample size justification. I want you to classify each paragraph as 'GOOD' or 'BAD'. You must return only a single word, either 'GOOD' or 'BAD'. The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results. The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.",BAD,0.039557797,257
b79,bibr,81,"Simultaneously, to ensure the robustness of the results and control Type II error and lack of precision for the estimates due to small sampling rate 81 , we compute the confidence intervals using bootstrapping 82 and specific implementations for non-parametric tests 83 .",paper_538,annex,32,5,2,Lakens D (2022). “Sample size justification.” _Collabra Psychol_. doi:10.1525/collabra.33267 <https://doi.org/10.1525/collabra.33267>.,10.1525/collabra.33267,"Lakens D (2022). “Sample Size Justification.” _Collabra
Psychology_, *8*.","The article by Lakens, 2022, is often miscited to justify small sample sizes. Authors might write that the sample size was judged based on feasibility, citing Lakens, 2022. But Lakens 2022 says some sample sizes are too small to provide useful information, and asks authors to consider whether their study is mainly input for a future meta-analysis, whether a decision needs to be made, to report the critical effect size (the smallest effect size that can be significant, the width of the confidence interval, and which effect sizes can be detected with sufficient power. If these points are not considered, the authors are not following the advice of Lakens, 2022",The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.,"The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results.","In some cases, after performing a detailed assessment of the distribution of response variables in information treatment groups within scenarios (i.e., interactions Informationtreatment × Scenario ), and for the within- scenario pairwise contrast tests, a one-sided Mann-Whitney-Wilcoxon test can be used, with a significance level p < 0.1, for its higher power due to the particular characteristics of the compared distributions which can allow making a strong hypothesis about the values 79,80 . Simultaneously, to ensure the robustness of the results and control Type II error and lack of precision for the estimates due to small sampling rate 81, we compute the confidence intervals using bootstrapping 82 and specific implementations for non-parametric tests 83 . Hence, only differences with significant p values ( p ART-C adj BY < 0.05 or p MMW adj BY < 0.1 ) and significant confidence intervals are highlighted in Figs. 2, 3 and4.","The following text is part of a scientific article. It contains a citation to a paper on sample size justification. I want you to classify each paragraph as 'GOOD' or 'BAD'. You must return only a single word, either 'GOOD' or 'BAD'. The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results. The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.",GOOD,0.0364018,385
b46,bibr,"(Lakens, 2022)","The sample size for this study follows the heuristic principle, as it adopted the general rule provided in the literature (Lakens, 2022).",paper_539,method,8,2,5,"Lakens D (2022). “Sample size justification.” _Collabra. Psychology_, *8*(1), 33267. doi:10.1525/collabra.33267 <https://doi.org/10.1525/collabra.33267>.",10.1525/collabra.33267,"Lakens D (2022). “Sample Size Justification.” _Collabra
Psychology_, *8*.","The article by Lakens, 2022, is often miscited to justify small sample sizes. Authors might write that the sample size was judged based on feasibility, citing Lakens, 2022. But Lakens 2022 says some sample sizes are too small to provide useful information, and asks authors to consider whether their study is mainly input for a future meta-analysis, whether a decision needs to be made, to report the critical effect size (the smallest effect size that can be significant, the width of the confidence interval, and which effect sizes can be detected with sufficient power. If these points are not considered, the authors are not following the advice of Lakens, 2022",The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.,"The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results.","More recently, Seitkazin (2020) concluded that the answer to whether leadership styles are distinctive in the private and public sectors might be ""yes"" or ""no"". Several aspects of EL are transferable between the private and public sectors (Heres & Lasthuizen, 2012). In addition, specific studies that observed leadership differences between public and private organisations never established the significance of the difference. For this study, a sample of public and private sector employees has implications for the broader application of the findings (Asim et al., 2021). The sample size for this study follows the heuristic principle, as it adopted the general rule provided in the literature (Lakens, 2022). For example, the sample size met the recommendation of a minimum of five participants for each item measured in a study or a minimum of 20 participants for every focal variable of a study (Rahman, 2023;Zaman et al., 2021). Hence, this study sample size was deemed sufficient, considering the investigation of three focal variables totalling 27 items. Additionally, the chosen sample size adhered to the principle that when the anticipated effect size is uncertain, a sample size suitable for a medium effect size is satisfactory; as such, a sample size of 163 provides more than 80% power to detect a relationship at a significance level of 0.05 if it exists (Althubaiti, 2023).","The following text is part of a scientific article. It contains a citation to a paper on sample size justification. I want you to classify each paragraph as 'GOOD' or 'BAD'. You must return only a single word, either 'GOOD' or 'BAD'. The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results. The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.",BAD,0.050074857,478
b34,bibr,"(Lakens, 2022)","Our sample size was constrained by limited time and financial resources as this was part of a thesis project (Lakens, 2022).",paper_546,intro,7,2,1,"Lakens D (2022). “Sample Size Justification.” _Collabra: Psychology_, *8*(1), 33267. doi:10.1525/collabra.33267 <https://doi.org/10.1525/collabra.33267>.",10.1525/collabra.33267,"Lakens D (2022). “Sample Size Justification.” _Collabra
Psychology_, *8*.","The article by Lakens, 2022, is often miscited to justify small sample sizes. Authors might write that the sample size was judged based on feasibility, citing Lakens, 2022. But Lakens 2022 says some sample sizes are too small to provide useful information, and asks authors to consider whether their study is mainly input for a future meta-analysis, whether a decision needs to be made, to report the critical effect size (the smallest effect size that can be significant, the width of the confidence interval, and which effect sizes can be detected with sufficient power. If these points are not considered, the authors are not following the advice of Lakens, 2022",The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.,"The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results.","Our sample size was constrained by limited time and financial resources as this was part of a thesis project (Lakens, 2022). These constraints led to a substantially smaller sample size than the preregistered N = 400. We therefore retained the full sample to increase power and thus did not implement the preregistered exclusion criteria. The main findings remain the same regardless of the exclusions. The final sample consisted of 177 participants (85 males, 82 females, two other/prefer not to answer; Mage = 26.59, SDage = 7.59). Participants reported an average of close to seven years of work experience (M = 6.83, SD = 8.51).","The following text is part of a scientific article. It contains a citation to a paper on sample size justification. I want you to classify each paragraph as 'GOOD' or 'BAD'. You must return only a single word, either 'GOOD' or 'BAD'. The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results. The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.",BAD,0.045812485,331
b34,bibr,"(Lakens, 2022)","Our sample size was constrained by the limited resources (Lakens, 2022).",paper_546,discussion,18,1,5,"Lakens D (2022). “Sample Size Justification.” _Collabra: Psychology_, *8*(1), 33267. doi:10.1525/collabra.33267 <https://doi.org/10.1525/collabra.33267>.",10.1525/collabra.33267,"Lakens D (2022). “Sample Size Justification.” _Collabra
Psychology_, *8*.","The article by Lakens, 2022, is often miscited to justify small sample sizes. Authors might write that the sample size was judged based on feasibility, citing Lakens, 2022. But Lakens 2022 says some sample sizes are too small to provide useful information, and asks authors to consider whether their study is mainly input for a future meta-analysis, whether a decision needs to be made, to report the critical effect size (the smallest effect size that can be significant, the width of the confidence interval, and which effect sizes can be detected with sufficient power. If these points are not considered, the authors are not following the advice of Lakens, 2022",The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.,"The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results.","We preregistered our experiment on the Open Science Framework (link: <https://osf.io/c6ft4>). Participants were mainly students at a business school in Norway. To qualify, participants had to be above 18 years old and fluent in English. Participants were informed that they had the chance to win a gift card worth approximately $100. Our sample size was constrained by the limited resources (Lakens, 2022). We preregistered a target sample size of 200 participants. A total of 150 people participated in the laboratory experiment. Six participants did not complete the decision-making task, leaving us with a final sample size of 144 (73 males, 71 females, Mage = 26.17, SDage = 7.98). Participants had, on average, eight years of work experience (SD = 11.70).","The following text is part of a scientific article. It contains a citation to a paper on sample size justification. I want you to classify each paragraph as 'GOOD' or 'BAD'. You must return only a single word, either 'GOOD' or 'BAD'. The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results. The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.",BAD,0.048430559,361
b21,bibr,"(Lakens, 2022)","Since our sample size is already determined by the number of available PRP-QUANT preregistrations, we conducted sensitivity analyses for our hypothesis tests (Lakens, 2022).",paper_547,method,6,5,3,"Lakens D (2022). “Sample Size Justification.” _Collabra: Psychology_, *8*(1), 33267. doi:10.1525/collabra.33267 <https://doi.org/10.1525/collabra.33267>.",10.1525/collabra.33267,"Lakens D (2022). “Sample Size Justification.” _Collabra
Psychology_, *8*.","The article by Lakens, 2022, is often miscited to justify small sample sizes. Authors might write that the sample size was judged based on feasibility, citing Lakens, 2022. But Lakens 2022 says some sample sizes are too small to provide useful information, and asks authors to consider whether their study is mainly input for a future meta-analysis, whether a decision needs to be made, to report the critical effect size (the smallest effect size that can be significant, the width of the confidence interval, and which effect sizes can be detected with sufficient power. If these points are not considered, the authors are not following the advice of Lakens, 2022",The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.,"The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results.","All included PRP-QUANT preregistrations will be compared to the N = 52 OSF preregistrations sampled by Bakker et al. (2020) to test hypothesis 1 (accessible at Veldkamp et al., 2020). Our sample size of N = 74 PRP-QUANT preregistrations already surpasses that of Bakker et al. (2020), which they determined through a power analysis for a Wilcoxon-Mann-Whitney test with ɑ = .05 and a power of .8 to detect a medium effect size of Cohen's d = 0.5 (which corresponds to Cliff's D of approximately 0.33, Romano et al., 2006), a difference they defined as practically meaningful between two samples of preregistrations. Since our sample size is already determined by the number of available PRP-QUANT preregistrations, we conducted sensitivity analyses for our hypothesis tests (Lakens, 2022). Figure 1A shows a sensitivity curve depicting the relationship between effect size and power for testing hypothesis 1 given our current sample sizes, which was created in R (R Core Team, 2023) based on a power simulation with 1000 repetitions that incorporated the variability in the data from Bakker et al. (2020; see R script in the supplemental material, <https://doi.org/10.23668/psycharchives.14107>). This curve suggests that we would have a power of .97 to detect small effects of d = 0.2 for the overall difference in restrictiveness between templates, employing a nested Wilcoxon-Mann-Whitney test and ɑ = .05. Meanwhile, an effect size of d = 0.5 would be detectable with a power above .99. Since the effect size found in Bakker et al. (2020) was even higher (D = 0.49, which resembles d of about 0.8, Romano et al., 2006), an effect of similar size could therefore also be detected with a high power. However, the difference between two structured templates is likely smaller than that between a structured and an unstructured template.","The following text is part of a scientific article. It contains a citation to a paper on sample size justification. I want you to classify each paragraph as 'GOOD' or 'BAD'. You must return only a single word, either 'GOOD' or 'BAD'. The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results. The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.",GOOD,0.055514096,647
b61,bibr,"(Lakens, 2022)","The sample size of current study was limited by the resources that are available (Lakens, 2022) and was comparable to the previous study on the similar topic (Morasse et al., 2022).",paper_548,intro,1,8,11,"Lakens D (2022). “Sample size justification.” _Collabra Psychol_, *8*, 33267. doi:10.1525/collabra.33267 <https://doi.org/10.1525/collabra.33267>.",10.1525/collabra.33267,"Lakens D (2022). “Sample Size Justification.” _Collabra
Psychology_, *8*.","The article by Lakens, 2022, is often miscited to justify small sample sizes. Authors might write that the sample size was judged based on feasibility, citing Lakens, 2022. But Lakens 2022 says some sample sizes are too small to provide useful information, and asks authors to consider whether their study is mainly input for a future meta-analysis, whether a decision needs to be made, to report the critical effect size (the smallest effect size that can be significant, the width of the confidence interval, and which effect sizes can be detected with sufficient power. If these points are not considered, the authors are not following the advice of Lakens, 2022",The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.,"The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results.","Building on previous studies, the current study aimed to examine the impact of loss-gain frame on children's knowledge and behaviors of fairness, to uncover the underlying cognitive mechanisms, and to unravel development directions by contrasting findings between children (about 10 years of age) and adults (about 20 years of age). Participants acted as dictators in a modified DG, in which they received an initial endowment of tokens and unilaterally made decisions, either for themselves or for others, to allocate some portion to an anonymous recipient. In each round, the relative gains and losses of dictators and recipients were manipulated by applying separate self and other multiplier ratios to convert tokens into payoffs for the dictators and the recipients, respectively. Leveraging the quantitative nature of the experimental design, we employed computational models to disentangle specific cognitive processes through which the framing effect influences children's fairness behaviors/knowledge. Computational modeling aims to uncover cognitive processes driving observed behavioral patterns by employing mathematically precise equations (Hu et al., 2017;Gao et al., 2018;Husain and Roiser, 2018;Yu et al., 2018). Computational models reflect the instantiations of cognitive hypotheses, with the merit of allowing for precise predictions and quantitative test of competing hypotheses (Ahn et al., 2017;Wilson and Collins, 2019). In the current study, we investigated several hypotheses on the underlying cognitive processes of explicit fairness behaviors/knowledge as well as how loss-gain frame interacts with those processes to modulate fairness decision-making. For fairness behaviors, it was hypothesized that both children and adults were averse to disadvantageous inequity, while potentially divergent preferences for advantageous inequity: children might be indifferent to advantageous inequity and even exhibit advantage-seeking preferences; in contrast, adults would be averse to advantageous inequity (Hypothesis 1). Regarding knowledge of fairness, we expected no significant differences between children and adults (Hypothesis 2). Lastly, it was hypothesized that loss (vs. gain) frame would reduce inequity aversion and increase advantage-seeking motivation among children while increasing inequity aversion among adults (Hypothesis 3). . ) participated in the current study. The sample size of current study was limited by the resources that are available (Lakens, 2022) and was comparable to the previous study on the similar topic (Morasse et al., 2022). The power sensitivity analysis was conducted with MorePower software (Campbell and Thompson, 2012). Using a 2 × 2 × 2 repeated-measures analysis of variance (ANOVA), effect size as small as η p 2 = 0.114 (RM = 2 × 2, IM = 2, α = 0.05, 1 -β = 0.80) can be reliably detected given the current sample size (Bakeman, 2005). The child participants were recruited from a primary school in Chengdu, China, and the adult participants were recruited from South China Normal University, Guangzhou, China. The Ethics Committee of South China Normal University approved the experimental design and participant recruitment. All participants were screened to ensure that they did not have any current or past neurological or psychiatric disorders, and provided informed consent before experiment.","The following text is part of a scientific article. It contains a citation to a paper on sample size justification. I want you to classify each paragraph as 'GOOD' or 'BAD'. You must return only a single word, either 'GOOD' or 'BAD'. The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results. The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.",BAD,0.07650913,863
b23,bibr,[24],"On the other hand, another scholar propounded that sample size can be justi ed through any of these six approaches: i) collecting data from the entire population in question, (ii) obtaining a sample size based on resource challenges, (iii) carrying out a-priori power analysis, (iv) planning for a desired precision, (v) using heuristics, or (vi) out rightly acknowledging the absence of a justi cation [24].",paper_550,method,7,1,7,"Lakens D (2022). “Sample Size Justi cation.” _Collabra: Psychol_, *8*(1), 1-28. doi:10.1525/collabra.33267 <https://doi.org/10.1525/collabra.33267>.",10.1525/collabra.33267,"Lakens D (2022). “Sample Size Justification.” _Collabra
Psychology_, *8*.","The article by Lakens, 2022, is often miscited to justify small sample sizes. Authors might write that the sample size was judged based on feasibility, citing Lakens, 2022. But Lakens 2022 says some sample sizes are too small to provide useful information, and asks authors to consider whether their study is mainly input for a future meta-analysis, whether a decision needs to be made, to report the critical effect size (the smallest effect size that can be significant, the width of the confidence interval, and which effect sizes can be detected with sufficient power. If these points are not considered, the authors are not following the advice of Lakens, 2022",The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.,"The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results.","The study adopted a total sampling strategy, a set of purposive sampling methods that target the entire population with a particular set of characteristics. For example, the population of regular students in the School of Nursing and Midwifery is estimated at ve hundred (500); only students who consented to participate were included. However, the authors administered 300 copies of the instruments, and only 227 copies were usable for the nal analyses, representing a response rate of 75.67 per cent. The reason for purposively sampling the opinions of this particular population was further justi ed by one study which revealed that getting to a population is almost always done purposively since the researcher knows the population he is interested in and goes directly to them for such information [10]. Some other studies further justi ed the choice of adopting this sampling strategy when they emphasised that purposive sampling helps the researcher to concentrate on people with particular characteristics (which in this case is smartphone addiction and challenging academic performance) who will better be able to assist in providing relevant data and information on the subject matter [17,48]. In terms of the sample size, a renowned scholars reviewed the contemporary approach to calculating sample size with nite and non-nite populations and provided two empirical options: the n-hat method introduced in 2013 and the Multistage Non-nite Population (MNP) or n-omega method -which in either case, the minimum sample size ranges from 30 to 40 participants/counts [31]. On the other hand, another scholar propounded that sample size can be justi ed through any of these six approaches: i) collecting data from the entire population in question, (ii) obtaining a sample size based on resource challenges, (iii) carrying out a-priori power analysis, (iv) planning for a desired precision, (v) using heuristics, or (vi) out rightly acknowledging the absence of a justi cation [24]. In addition, after an extensive review, recent studies suggested that a sample between 160 and 300 valid observations is well suited for multivariate analysis [34]. Given this, the sample size justi cation in this study is pegged on the triangular standpoint of Memon et al. studies, who suggested between 160 and 300 samples is su cient, coupled with Louangrath study's ndings as well as Laken's' second approach in justifying sample size in a scienti c study [24,31,34].","The following text is part of a scientific article. It contains a citation to a paper on sample size justification. I want you to classify each paragraph as 'GOOD' or 'BAD'. You must return only a single word, either 'GOOD' or 'BAD'. The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results. The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.",BAD,0.065102665,691
b23,bibr,[24],"Given this, the sample size justi cation in this study is pegged on the triangular standpoint of Memon et al. studies, who suggested between 160 and 300 samples is su cient, coupled with Louangrath study's ndings as well as Laken's' second approach in justifying sample size in a scienti c study [24,31,34].",paper_550,method,7,1,9,"Lakens D (2022). “Sample Size Justi cation.” _Collabra: Psychol_, *8*(1), 1-28. doi:10.1525/collabra.33267 <https://doi.org/10.1525/collabra.33267>.",10.1525/collabra.33267,"Lakens D (2022). “Sample Size Justification.” _Collabra
Psychology_, *8*.","The article by Lakens, 2022, is often miscited to justify small sample sizes. Authors might write that the sample size was judged based on feasibility, citing Lakens, 2022. But Lakens 2022 says some sample sizes are too small to provide useful information, and asks authors to consider whether their study is mainly input for a future meta-analysis, whether a decision needs to be made, to report the critical effect size (the smallest effect size that can be significant, the width of the confidence interval, and which effect sizes can be detected with sufficient power. If these points are not considered, the authors are not following the advice of Lakens, 2022",The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.,"The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results.","The study adopted a total sampling strategy, a set of purposive sampling methods that target the entire population with a particular set of characteristics. For example, the population of regular students in the School of Nursing and Midwifery is estimated at ve hundred (500); only students who consented to participate were included. However, the authors administered 300 copies of the instruments, and only 227 copies were usable for the nal analyses, representing a response rate of 75.67 per cent. The reason for purposively sampling the opinions of this particular population was further justi ed by one study which revealed that getting to a population is almost always done purposively since the researcher knows the population he is interested in and goes directly to them for such information [10]. Some other studies further justi ed the choice of adopting this sampling strategy when they emphasised that purposive sampling helps the researcher to concentrate on people with particular characteristics (which in this case is smartphone addiction and challenging academic performance) who will better be able to assist in providing relevant data and information on the subject matter [17,48]. In terms of the sample size, a renowned scholars reviewed the contemporary approach to calculating sample size with nite and non-nite populations and provided two empirical options: the n-hat method introduced in 2013 and the Multistage Non-nite Population (MNP) or n-omega method -which in either case, the minimum sample size ranges from 30 to 40 participants/counts [31]. On the other hand, another scholar propounded that sample size can be justi ed through any of these six approaches: i) collecting data from the entire population in question, (ii) obtaining a sample size based on resource challenges, (iii) carrying out a-priori power analysis, (iv) planning for a desired precision, (v) using heuristics, or (vi) out rightly acknowledging the absence of a justi cation [24]. In addition, after an extensive review, recent studies suggested that a sample between 160 and 300 valid observations is well suited for multivariate analysis [34]. Given this, the sample size justi cation in this study is pegged on the triangular standpoint of Memon et al. studies, who suggested between 160 and 300 samples is su cient, coupled with Louangrath study's ndings as well as Laken's' second approach in justifying sample size in a scienti c study [24,31,34].","The following text is part of a scientific article. It contains a citation to a paper on sample size justification. I want you to classify each paragraph as 'GOOD' or 'BAD'. You must return only a single word, either 'GOOD' or 'BAD'. The citation is GOOD if nothing about feasibility is mentioned, or if researchers evaluate the consequences of the small sample size, such as that they are only interested in larger effect sizes, or that the study is input for a future meta-analysis, or that they will carefully interpret non-significant results. The citation is BAD if researchers incorrectly cite this paper as a justification of performing a study with a small sample size due to resource constraints without providing additional justification for the small sample size.",BAD,0,0
